filename,chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,label
zero_070.wav,0.396294083,0.03824236,2534.656109,1605.781593,4194.360352,0.150251116,-289.0938365,103.6625264,-82.02942063,121.868241,-26.07395315,26.80459881,-18.64414222,-3.235191063,-10.3782654,-2.96672878,1.635756144,-4.700055829,11.45107505,-5.857153584,12.4990991,-3.078220047,11.89388317,-0.269961582,2.369091663,-3.672727469,0
zero_060.wav,0.431052531,0.040360987,2402.222432,1541.534136,4010.559082,0.142996652,-278.1189231,113.4276539,-89.72616637,118.7697606,-29.8277222,20.49241895,-16.09355076,-3.960113236,-10.32300084,-4.29830962,0.361160904,-1.215876989,12.52397836,-6.564537057,13.53372203,-2.912225215,8.316304179,-1.921714595,2.128526767,-5.208940597,0
zero_050.wav,0.397721412,0.03848985,2310.752489,1545.479135,3945.959473,0.125662667,-278.7897777,115.4869702,-87.28894596,113.9826555,-25.74902785,17.78189597,-13.18453389,-11.10573123,-9.91351599,-3.745203201,-1.238150486,-2.393178533,11.02989026,-6.826652143,13.10365991,-0.984935459,8.51097389,2.598001475,3.70450237,-4.880706418,0
zero_040.wav,0.370989898,0.038519077,2562.672806,1641.679688,4237.734375,0.150130208,-278.8967183,102.498276,-81.75118931,112.7482674,-25.69862743,27.72108413,-14.64227042,-6.287017875,-9.660035808,-4.552093444,1.898687836,-3.041056098,9.533962565,-4.273628229,13.15028605,-1.760741912,9.324766518,0.201825693,2.892681414,-5.788728559,0
zero_030.wav,0.378274522,0.04495611,2420.436929,1574.152487,4110.688477,0.13811849,-271.5596234,108.6364666,-84.74929161,113.6402721,-23.81024136,20.23179744,-12.75911838,-6.705046859,-7.727401953,-8.233960436,-0.620620427,1.244275751,9.616654575,-4.779570603,12.85376087,-2.312447296,9.301695796,-0.508300427,2.112752984,-4.336073862,0
zero_020.wav,0.402792521,0.04129953,2375.603759,1557.149878,4014.404297,0.135986328,-284.6089766,109.7309769,-84.10077074,117.3592985,-19.93288893,20.62448171,-12.86416352,-6.032466873,-10.14136816,-5.551133554,-4.08249204,-2.816892991,11.91120372,-3.642953451,13.91816628,-3.254412748,8.141715071,-0.419966126,1.578859732,-1.155778065,0
zero_150.wav,0.375841447,0.045006044,2433.039523,1619.707445,4126.479492,0.137923177,-271.2222792,111.6727119,-82.31105849,116.1067599,-27.8569927,21.56704676,-14.23694594,-11.04963685,-5.045414105,-4.615787478,-3.080845631,-0.243928971,9.793930105,-6.397765363,13.65643296,-2.833664913,7.580133669,-1.399496581,1.404545807,-1.535594819,0
zero_140.wav,0.443177389,0.036637157,2468.157414,1631.009752,4189.746094,0.143798828,-282.5168425,108.2066604,-82.03877116,121.23889,-27.29928214,24.11247005,-18.96374094,-5.547216217,-7.002936404,-4.450525147,1.387783197,-2.451977567,10.37763705,-3.964074474,13.71979405,-4.196718241,10.09206482,-0.350707767,0.689265571,-3.775383271,0
zero_130.wav,0.45268293,0.035940047,2596.399707,1648.817378,4239.733887,0.144984654,-280.2373302,98.63937381,-81.95476092,124.3726699,-26.26517093,28.40362962,-21.53464759,0.57037112,-11.75620003,-4.405752998,-1.381021796,-3.249546358,11.16897067,-4.889229698,16.39591094,-7.793605927,10.0547607,-1.221962769,2.308947042,-1.525325477,0
zero_120.wav,0.423938754,0.037931774,2431.577323,1615.443742,4151.601563,0.140625,-287.6170808,110.3302872,-81.28431296,119.1795759,-25.27461868,26.49689756,-18.01772286,-4.055879565,-10.38097798,-4.4003562,1.642176837,-2.257190004,8.687061569,-5.315488992,15.11547675,-2.675662436,10.55437306,-2.196614419,3.223171612,-2.31612685,0
zero_008.wav,0.396284608,0.051400114,3052.31221,1733.190123,4785.754395,0.206353082,-263.2672472,79.95483085,-63.34981834,104.9123146,-30.29061733,44.02780987,-44.883985,13.20876794,-11.21841588,-11.51072651,-2.925959036,-13.37187358,10.49952697,-16.99785847,13.47694352,-6.462317506,4.975240797,-5.679607999,5.819548623,-4.756878145,0
zero_078.wav,0.427705828,0.07244559,2711.494556,1708.711037,4415.50293,0.181152344,-240.437962,91.42184612,-63.99730775,93.20477598,-22.85062286,36.75674625,-40.71783303,7.194451443,-9.861616796,-13.47295982,-6.474470163,-10.9652195,11.47214942,-18.81117139,12.6230685,-3.070168574,2.877816042,-4.242022215,2.236966115,-2.429641254,0
zero_088.wav,0.423640144,0.05912398,2597.471304,1751.470359,4365.573602,0.159282484,-255.3451922,93.45355054,-60.81298383,90.61165094,-21.61598626,37.24677368,-37.68148932,2.794907333,-8.299461021,-11.56375141,-5.782624555,-9.741915106,8.058205471,-17.19497371,12.53184899,-5.623372303,2.565035814,-6.396014447,4.434702865,0.60929201,0
zero_098.wav,0.407360717,0.060907364,2889.316913,1791.812027,4818.652344,0.183132595,-247.8744259,85.1309296,-62.02984997,98.65501513,-24.49994407,39.66492889,-45.94787667,8.288111391,-12.4943206,-11.82896246,-4.346270077,-14.13767437,8.218570088,-18.98237971,12.98692928,-6.59979815,3.749311141,-5.582519312,5.310645897,-2.176841593,0
zero_108.wav,0.419108962,0.066438735,2679.553702,1807.668359,4604.138826,0.161749589,-243.8781206,88.8677466,-59.68402389,90.96407371,-20.00746177,34.97284759,-43.02559646,8.817091857,-9.005439184,-15.22809714,-3.783634366,-10.79483481,8.023918898,-17.13146931,11.9798884,-6.137383009,2.052745873,-4.064390954,4.778914425,-1.161871612,0
zero_118.wav,0.386244553,0.06395688,2935.701572,1680.137738,4656.271844,0.198422081,-247.6175254,78.59460426,-66.15332539,99.96738252,-29.85540229,39.6887714,-40.98656214,11.03937863,-9.596692093,-13.48609664,-3.332591583,-10.14150753,10.84420104,-16.30129381,14.62060523,-5.943046623,2.824789493,-5.126024542,5.594272449,-0.673983566,0
zero_128.wav,0.401541963,0.06471586,2921.082819,1743.692243,4699.33825,0.187551398,-246.735956,80.96146207,-64.81389603,100.3145307,-26.58191493,39.88243497,-47.89082284,11.20524498,-11.08905921,-14.07281785,-0.609541913,-13.00736597,6.989473753,-17.78091294,12.05464706,-6.615306579,2.291617023,-6.277074669,5.393275439,-3.785107353,0
zero_138.wav,0.401591519,0.05464573,2988.310319,1799.569081,4835.337428,0.186754729,-257.5550804,79.07677774,-63.7725323,101.2915747,-28.53378709,43.72440534,-45.30948385,11.36995843,-15.80260667,-10.85635819,1.896319381,-17.13494443,7.444559017,-15.39199937,11.55330851,-6.848739342,3.34216927,-6.678183217,4.731709365,-3.761859789,0
zero_148.wav,0.373151126,0.057224963,2775.0531,1782.468844,4605.114746,0.166259766,-250.781628,88.52224733,-64.97878633,99.95785327,-24.93924891,39.9454676,-44.98648819,10.65561093,-9.253650164,-14.39359406,1.357986182,-15.11878294,6.987928168,-15.45512808,13.47118908,-5.400695871,1.272215785,-1.273435629,5.899168678,-2.924923245,0
zero_018.wav,0.405948275,0.06742269,2816.461689,1791.561425,4660.80515,0.173930921,-236.1750477,85.98731358,-65.12620921,96.4371442,-24.72949381,39.90564215,-47.19863677,10.61950396,-11.1494193,-14.24163494,-2.325281095,-14.24668717,9.643972298,-16.0252588,13.79431791,-7.303295073,-0.832501303,-3.950931083,5.718125343,-3.173307808,0
zero_028.wav,0.405569899,0.06563645,2752.539356,1768.848865,4589.263916,0.173632813,-242.2618756,86.29407592,-62.21986575,97.16700206,-25.4890002,38.51968084,-41.62552958,7.731978662,-9.023077558,-15.1042019,-2.637520598,-11.32304196,5.768958177,-16.65391384,13.89783543,-8.065631486,-0.857509888,-4.510323765,5.956996714,0.491415584,0
zero_038.wav,0.398149528,0.06536207,2874.031913,1748.980119,4686.304996,0.183156867,-235.655761,80.60319985,-64.18924054,101.1576685,-27.00624619,37.2034013,-44.3066066,10.58948889,-10.38630437,-14.65643111,-3.301263816,-14.32903895,6.616786644,-16.38010711,12.70358762,-8.467371037,0.593456916,-5.509450416,5.03039696,-2.672352352,0
zero_048.wav,0.39307196,0.06424706,2813.242988,1726.29414,4639.866943,0.176635742,-246.7461263,84.23817473,-66.16376428,97.95187224,-25.50779173,37.65869713,-41.6484343,10.95413382,-11.61961576,-14.60456368,-1.561151996,-12.06916921,9.040226202,-17.37118216,12.66798473,-5.333686165,1.417376399,-4.7038631,3.754519885,-2.024109209,0
zero_058.wav,0.38402362,0.060268622,2707.952888,1749.018136,4523.105983,0.163831209,-249.9660262,89.50310288,-65.6452053,95.31699991,-24.00825256,37.77967903,-44.07375277,10.31890087,-9.656315367,-17.18241706,-1.064900196,-12.3183828,5.319875544,-15.71225539,12.57583231,-7.34798814,1.838880627,-4.435313463,4.435251307,-2.219359051,0
zero_068.wav,0.405106801,0.07584671,3102.162775,1621.928657,4771.871145,0.224403783,-232.9679724,68.75549114,-67.16894636,96.71409429,-28.11545592,39.71848785,-43.6917009,14.17229678,-11.24148213,-11.6084295,-3.699880157,-13.34002628,13.47739871,-14.59108916,13.58005383,-6.179340607,2.246589096,-5.995811741,4.345243725,-2.300375216,0
zero_158.wav,0.406660998,0.07591707,3112.109762,1621.965714,4777.537778,0.226228413,-232.904562,68.27102091,-67.31532797,96.62612305,-28.23100749,39.78527197,-43.5981229,14.22072376,-10.93140885,-11.45393894,-3.737868035,-13.39797301,13.70463988,-14.36243388,13.61522694,-6.158145359,2.289250158,-5.939586799,4.309797976,-2.244730331,0
zero_168.wav,0.41210768,0.06702632,2990.3418,1797.87871,4905.60367,0.193564967,-232.9387923,76.9788995,-65.31329182,97.68523616,-26.65381546,39.16111463,-43.80678813,12.13863622,-14.19595995,-11.96410467,-2.931988789,-14.06306323,11.39391814,-17.09447883,13.54620084,-7.901794759,1.601178275,-4.570256372,2.12266944,-1.628471075,0
zero_178.wav,0.414161796,0.06714416,2976.933131,1780.603323,4877.270508,0.189453125,-230.885328,76.58150865,-62.8491182,98.81795368,-28.22652595,37.31133539,-44.62100945,11.11522062,-11.83005021,-12.94294991,-1.97392848,-13.95319676,7.846791289,-15.53362021,12.95668555,-8.205964575,-0.017445311,-6.06622719,5.806505461,-3.515447321,0
zero_188.wav,0.435664233,0.07112465,2805.415801,1782.193545,4702.313232,0.17734375,-233.1045377,82.60011957,-63.3619654,92.96550012,-25.74685641,36.06875807,-43.13568666,11.34743367,-11.62110931,-14.05735743,-1.513414821,-12.34877742,7.075167756,-15.5504084,13.6687841,-8.492763671,-0.308737008,-4.815959831,5.578506438,-1.77695306,0
zero_198.wav,0.373093131,0.06364154,2917.766913,1811.930767,4841.894531,0.186383929,-240.8838105,79.33661935,-59.96529944,98.35092493,-30.00580532,41.47870972,-44.05824538,10.49432808,-11.13232273,-13.09373019,0.553345087,-14.39900206,5.553593448,-14.08712656,13.7219858,-9.582513948,1.74724645,-4.136966934,4.520301784,-1.907283928,0
zero_006.wav,0.375569701,0.05242543,2540.820242,1660.819992,4239.594061,0.157337536,-270.9867211,100.9037872,-74.11633003,109.6461381,-28.98991549,14.51629419,-2.497174333,2.892934973,-5.178371175,2.916243774,-7.455371837,-5.671309743,11.04872554,-9.402692849,18.46431463,4.197402337,2.682122867,0.60109855,6.248091368,-1.520181052,0
zero_076.wav,0.388798187,0.048552748,2372.329724,1594.930093,4078.095037,0.142800071,-276.1531862,109.3838984,-78.48955675,104.8228477,-21.587322,9.785994473,5.119189189,2.88663077,-10.72568743,0.81906669,-4.998421466,-9.926481855,13.16702881,-5.116466057,15.84974338,4.249413929,1.264545874,2.527344406,6.920069623,-0.108328319,0
zero_086.wav,0.363230343,0.04631921,2392.082743,1601.905315,4107.692553,0.139669667,-286.7512827,107.1821419,-78.73213828,107.2354883,-19.64842877,7.855796865,5.0166598,3.467022569,-9.791124676,1.078107588,-5.645702572,-6.848267685,15.91286652,-8.714251166,16.54087193,3.46959599,0.793244301,4.628318111,4.618268513,1.720607664,0
zero_096.wav,0.391629858,0.055540174,2469.506298,1528.197064,4069.307278,0.158733865,-276.4366618,104.5266862,-85.24465002,116.9958506,-21.41656911,5.350076249,3.010672955,5.107796041,-10.1865263,2.966723358,-6.077191681,-8.281978444,15.57169642,-9.310034251,16.17800295,5.739225177,-1.403228726,1.819702824,7.065739532,-3.648503227,0
zero_106.wav,0.377623275,0.0756838,2534.381194,1446.035223,3974.221802,0.158487956,-266.8310465,94.91625996,-84.39436638,120.402376,-21.71287099,-0.121656247,8.309012533,7.860955941,-13.43451958,2.750480966,-2.464348012,-8.478376031,18.38736701,-12.15003938,14.21931764,7.245632422,-2.986214632,4.359423358,4.52705343,-2.429451309,0
zero_116.wav,0.376024451,0.055104136,2561.155693,1558.376992,4158.922852,0.166464844,-286.9624679,95.08720242,-74.25806111,120.0769516,-24.21827534,7.897381061,4.307408222,7.315004131,-6.65916509,2.270936707,-7.115595082,-8.371327866,14.94780517,-11.14903495,14.07396864,6.225432934,-1.851665557,4.852733096,6.227469822,-4.061336933,0
zero_126.wav,0.381057911,0.044953916,2307.39877,1588.866606,3967.078576,0.138052133,-303.6486093,109.7430714,-76.47616617,110.4325446,-18.94262526,7.128979502,3.903716599,5.63133714,-7.706385281,2.830361946,-3.411119368,-6.620920717,15.34599928,-8.365882376,15.13145532,8.378652574,-0.783958444,2.157395804,6.337837107,-4.964555419,0
zero_136.wav,0.37606766,0.044798132,2318.578412,1577.965096,4019.255183,0.133544922,-301.544168,107.3436155,-74.4671738,111.934189,-18.58915684,11.82130283,0.391736838,4.956678239,-5.519891827,2.6880611,-1.451994469,-8.610635499,15.59480575,-9.237712578,13.5565746,8.676052587,-3.237253479,2.714803121,8.810815623,-5.194404327,0
zero_146.wav,0.36477651,0.043301564,2378.424508,1588.197969,4085.725911,0.136917679,-298.3806406,103.0005998,-77.49665804,113.1480431,-16.16101626,11.46453844,-0.49299737,9.466860967,-7.815745687,2.127611778,-0.093643849,-9.025173799,14.44221302,-6.295745914,14.31924544,8.108974121,-1.384516924,1.238363198,8.682324313,-4.953795759,0
zero_016.wav,0.394204682,0.049148865,2377.02566,1590.301719,4065.63439,0.134465144,-283.1956485,105.6813503,-80.6692983,111.8808354,-16.68302993,13.28199835,-4.142170263,7.76622737,-7.637073337,1.685494966,-4.791459315,-8.747256033,14.38882932,-8.259171186,14.23668995,6.147043705,-1.91576414,0.360232814,9.697396185,-4.64299146,0
zero_026.wav,0.397079171,0.04944183,2566.621197,1619.970759,4234.289063,0.158535156,-280.2912182,98.48711154,-74.13577491,118.4612784,-24.63349485,14.63677091,0.890902771,3.517162564,-3.976440081,-0.132491799,-1.680539276,-6.837912595,11.14999748,-8.105601987,16.40252757,2.690282438,-4.459205152,1.577977895,4.664928882,-1.732695566,0
zero_036.wav,0.38373473,0.039211925,2377.990348,1662.707417,4188.638672,0.124707031,-298.4745652,102.9996051,-73.85376626,109.1684114,-20.70913448,15.31588148,2.215894948,7.476155822,-5.027388616,4.153024771,-3.244439737,-7.292197045,13.9246114,-9.790950414,14.95146361,4.256459393,0.372153739,2.334842768,7.916596259,-3.359524051,0
zero_046.wav,0.391489694,0.058289103,2625.693915,1571.760322,4268.359375,0.172146267,-271.4727003,94.67768032,-79.55787716,112.2361197,-21.32296821,10.96526062,2.16939277,8.625851518,-7.227104561,1.552087032,-3.081611503,-7.226998851,16.12560747,-8.887495371,12.19712747,5.3127302,-0.752430131,1.861419524,7.191662106,-5.063956596,0
zero_056.wav,0.359812718,0.046018608,2441.204405,1584.471583,4107.458496,0.140850361,-288.9632069,102.7548657,-76.61546518,112.7084238,-20.54507859,12.5757295,-1.12254045,6.324527419,-4.871683817,3.882017721,-6.525671735,-6.462700383,15.03891288,-8.167875211,15.31074446,2.148466937,-1.979448937,2.137831593,7.498098615,-4.378835319,0
zero_066.wav,0.347977909,0.042949203,2299.999295,1587.942732,4001.299805,0.136542969,-302.3601833,106.9936027,-75.87700708,103.8872952,-15.7836676,12.15104496,3.374460976,4.317166388,-5.856187177,2.564107388,-5.841349633,-5.443466637,16.0519785,-7.288549491,12.70851631,4.954724435,-1.507925638,2.885446239,8.04281873,-5.399670084,0
zero_156.wav,0.36737105,0.051431548,2412.147623,1564.599807,4080.990601,0.144775391,-280.7236205,105.6837316,-79.3062677,106.953366,-19.85261399,9.640063997,2.834675165,2.970675648,-4.413505117,1.589591949,-7.025394568,-4.771226489,14.85793118,-9.113173072,15.80588587,6.839639138,-2.192599785,1.893171217,8.502828959,-3.177669746,0
zero_166.wav,0.365029367,0.060903266,2454.353509,1540.889864,4108.700796,0.144794171,-275.8597831,102.3191447,-81.50738809,108.158739,-14.02882675,5.303733212,4.805419746,1.331951446,-4.041921969,-0.350618724,-6.348571289,-2.998272192,14.76925022,-7.559084204,15.22564941,5.785125761,-3.948927432,3.890232658,6.157893978,-2.358050069,0
zero_176.wav,0.357998528,0.060732108,2426.302437,1535.788027,4071.313477,0.147059849,-285.2163173,101.9255817,-79.88041304,110.2397192,-16.18687093,7.581878939,4.023575834,3.807976307,-5.802219895,0.937892646,-6.454132508,-3.94088529,16.64240456,-9.464487773,17.45887193,5.689609016,-3.638839106,3.574547396,3.579538007,-1.805157499,0
zero_186.wav,0.377362061,0.04164224,2376.336959,1623.780235,4115.740497,0.137620192,-296.7189946,108.5409629,-75.19903442,108.4559248,-23.03526354,10.79693538,1.595945709,1.741941523,-0.254240866,-1.487334363,-5.75889917,-0.153353724,12.62979472,-8.724502568,16.06848032,5.454176681,-0.543690637,2.40581493,3.983607137,-4.365232143,0
zero_196.wav,0.420928736,0.049800385,2448.843858,1570.944508,4105.664063,0.142113095,-278.0601529,109.641733,-82.87061237,109.5080204,-20.54777652,9.913044693,0.010682294,5.29535646,-5.769581942,-1.124501586,-7.458716346,-4.411665828,15.28922921,-10.20334124,15.78302995,5.556589494,0.150211008,2.494396287,5.955239904,-2.269131899,0
zero_004.wav,0.387255812,0.045880962,2359.398553,1617.485653,4108.056641,0.138454861,-293.5594416,114.2067404,-66.36306862,115.1030464,-36.32087987,12.39984018,-1.168118264,-4.436825248,5.712203613,-4.905371812,-7.782438272,5.406144756,9.950230072,-9.548620705,16.73790603,-1.600377214,3.673887939,-4.32067259,-5.960662376,0.846755704,0
zero_074.wav,0.305061432,0.04215639,2404.788653,1633.316316,4155.908203,0.145426432,-291.1665342,111.7121462,-66.99523582,114.4704259,-33.19229523,13.05196821,-8.076008652,-4.117464592,9.552166783,-3.92269288,-5.717064014,3.471686808,9.142797224,-8.815094413,14.15996699,-1.48825411,1.738397755,-4.073862079,-0.683012444,1.464334922,0
zero_084.wav,0.366034098,0.0459455,2565.010314,1623.153742,4276.135254,0.163764106,-286.3332269,103.2650997,-67.68669193,114.5977499,-41.5642278,8.040352867,-3.682587224,-0.64687843,5.60073652,-6.299213478,-7.839961298,8.589497075,11.90647321,-12.69916428,17.47327822,-3.795005452,-1.174497306,-2.196679786,-1.585935056,4.021593126,0
zero_094.wav,0.34241044,0.05107498,2524.178681,1598.105441,4214.84118,0.152883429,-276.413716,107.0507907,-68.11008413,118.3026119,-39.22925161,9.835389565,-2.943476188,-4.350688103,2.20149169,-4.416327014,-11.5245629,4.483778549,7.571362858,-10.15620337,22.97466953,-8.375896969,1.388227261,-0.460361709,0.843896361,5.049172194,0
zero_104.wav,0.36882462,0.04944704,2349.046063,1641.496658,4138.681641,0.130102539,-285.4038914,112.0058019,-63.86005079,118.1361435,-37.32234578,5.351282092,0.082838764,-3.033716063,4.68755477,-6.442678061,-7.251366032,4.686115959,8.324803892,-10.53411178,17.97078472,-3.931261039,-2.538891581,-0.475356955,-0.868596205,5.520508862,0
zero_114.wav,0.363841594,0.054059632,2441.933005,1647.729588,4231.841077,0.136950041,-274.0350216,108.1804777,-64.56069835,115.6119113,-38.88689037,7.380702842,-1.929807228,-2.276079102,4.187906483,-5.241373144,-9.468204542,6.326731838,8.227959257,-13.21439687,21.38912483,-5.156172607,-0.591335329,-1.460688846,1.946432069,7.015620337,0
zero_124.wav,0.363578907,0.04819031,2347.365863,1619.454982,4111.303711,0.138462612,-290.1026805,112.0297943,-63.90549314,114.9582625,-38.17380461,3.784970153,0.294233832,-3.904199716,6.786116341,-5.064311972,-9.740737997,3.921792021,8.207581512,-8.839858402,19.32962125,-3.235948617,-2.286738367,-3.595656648,-0.153991226,4.983816195,0
zero_134.wav,0.376275019,0.048776016,2329.158391,1596.502766,4091.308594,0.1359375,-285.2810147,115.634613,-68.00025198,117.3066076,-36.81665442,0.261040445,-1.15123201,-5.339955658,6.964794269,-3.311736334,-8.868364086,6.251897678,7.505634166,-10.80416194,18.69501342,-4.736850121,-0.660980969,-1.709021313,-0.191396129,7.701614258,0
zero_144.wav,0.345186976,0.050340008,2332.060768,1606.77312,4125.875051,0.134714227,-284.8675415,109.3519388,-64.44588487,116.7441094,-37.70871425,2.522644261,-1.799478195,-2.805173555,4.250871833,-4.649341828,-8.162694523,6.088889368,10.28285612,-12.45392402,19.72898893,-3.230924966,0.841440063,1.228589209,-1.507152176,2.599570993,0
zero_014.wav,0.36127021,0.05049988,2318.993575,1607.019878,4096.975226,0.128931949,-277.6968137,117.4970383,-66.56793339,118.7907933,-35.71388733,-0.33175496,0.094925418,-3.228691073,5.634816161,-6.33620333,-11.90348242,2.209246072,7.314136132,-12.04615766,19.37864212,-3.424469058,-0.272482969,1.709699026,0.25619041,7.981201135,0
zero_024.wav,0.369628426,0.052158616,2343.542432,1600.850349,4090.175267,0.126130757,-274.7744549,115.2883321,-66.72025924,114.0140435,-36.67095059,-2.548566803,0.872391923,-8.466186258,6.005909193,-4.276730449,-9.57538381,4.468927463,5.796142019,-10.8879345,15.56173359,-2.331978722,2.802281535,0.565994349,1.936405057,5.513368866,0
zero_034.wav,0.373135688,0.05071787,2383.204936,1646.210594,4196.282959,0.132666016,-277.2829794,114.0660911,-64.74878959,119.9774366,-40.03231131,4.39194522,-4.847498141,-2.963260954,4.838312026,-9.546468355,-6.967081827,3.867684535,5.660477418,-13.72830946,15.464305,-4.237611721,1.40610792,-0.271367906,1.077548311,3.856271065,0
zero_044.wav,0.380055561,0.046823617,2363.105965,1629.62485,4152.319336,0.129510789,-288.2353868,113.3283358,-65.6274224,118.9037138,-38.9446107,1.578701287,-1.772023238,-3.418116057,2.448943573,-5.558521165,-8.409263866,5.207251929,4.378875011,-15.33577515,15.1693008,-5.429360724,4.079096185,-0.661887071,3.073832217,6.146791379,0
zero_054.wav,0.38279521,0.05824543,2526.09954,1599.325096,4255.07427,0.148822985,-267.268485,111.3848927,-71.6769822,121.1044553,-44.16461856,0.962962633,-2.337235295,-8.862182683,9.191300446,-4.941033579,-9.298283003,6.749681913,6.447946986,-12.8857727,16.6363806,-6.456950411,2.503265252,-3.495893355,-1.016370274,11.38062686,0
zero_064.wav,0.338522197,0.050488133,2423.862139,1636.800495,4214.047852,0.142749023,-281.6166133,103.5107876,-62.70719587,116.6053184,-33.07188287,6.701110869,-2.580576949,-5.34156244,8.21404341,-7.176525671,-7.672550521,6.770976829,3.581970133,-13.75153375,16.50601982,-4.088873936,0.747663059,2.234610898,2.995011145,5.871864248,0
zero_154.wav,0.355393876,0.04577873,2463.109815,1651.708769,4278.109131,0.135180664,-282.9956925,110.4161502,-69.34062563,118.7403511,-38.68267845,10.59943417,-4.115975195,-3.98016023,8.860601685,-8.957729203,-7.802399829,5.998088928,3.88624916,-6.759321749,21.37292328,-9.058597761,-0.288940677,-1.468322877,-0.074772062,5.81718922,0
zero_164.wav,0.33083009,0.046783693,2490.022284,1636.948544,4223.583984,0.147228423,-279.9885749,108.2431812,-68.20575511,121.6180825,-36.99465632,8.952075067,-4.06211477,-7.600515598,9.215050223,-5.022422532,-11.01622648,3.57521211,7.572767616,-9.812452791,20.1162905,-4.362116528,-2.795868969,-2.253718108,1.322434664,7.011793616,0
